date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:43:48	1284/1284	---M--	200	added ('OK')	image/png	etag:%22504-5bcdf2cea8e0a%22	https://preview.colorlib.com/theme/kindergarten/assets/img/elements/primary-radio.png	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/elements/primary-radio.png	(from https://preview.colorlib.com/theme/kindergarten/assets/css/style.css)
16:43:49	1209/1209	---M--	200	added ('OK')	image/png	etag:%224b9-5bcdf2c96ffa6%22	https://preview.colorlib.com/theme/kindergarten/assets/img/elements/success-radio.png	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/elements/success-radio.png	(from https://preview.colorlib.com/theme/kindergarten/assets/css/style.css)
16:43:49	1173/1173	---M--	200	added ('OK')	image/png	etag:%22495-5bcdf2d4a2285%22	https://preview.colorlib.com/theme/kindergarten/assets/img/elements/disabled-radio.png	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/elements/disabled-radio.png	(from https://preview.colorlib.com/theme/kindergarten/assets/css/style.css)
16:43:50	453240/453240	---M--	200	added ('OK')	image/png	etag:%226ea78-5bcdf2be3dcc7%22	https://preview.colorlib.com/theme/kindergarten/assets/img/blog/single_blog_1.png	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/blog/single_blog_1.png	(from https://preview.colorlib.com/theme/kindergarten/blog.html)
16:43:50	452936/452936	---M--	200	added ('OK')	image/png	etag:%226e948-5bcdf2bc8c35b%22	https://preview.colorlib.com/theme/kindergarten/assets/img/blog/single_blog_3.png	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/blog/single_blog_3.png	(from https://preview.colorlib.com/theme/kindergarten/blog.html)
16:43:50	382831/382831	---M--	200	added ('OK')	image/png	etag:%225d76f-5bcdf2bac61cf%22	https://preview.colorlib.com/theme/kindergarten/assets/img/blog/single_blog_2.png	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/blog/single_blog_2.png	(from https://preview.colorlib.com/theme/kindergarten/blog.html)
16:43:50	346773/346773	---M--	200	added ('OK')	image/png	etag:%2254a95-5bcdf2b933c62%22	https://preview.colorlib.com/theme/kindergarten/assets/img/blog/single_blog_4.png	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/blog/single_blog_4.png	(from https://preview.colorlib.com/theme/kindergarten/blog.html)
16:43:51	16236/16236	---M--	200	added ('OK')	image/png	etag:%223f6c-5bcdf28375230%22	https://preview.colorlib.com/theme/kindergarten/assets/img/post/post_1.png	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/post/post_1.png	(from https://preview.colorlib.com/theme/kindergarten/blog.html)
16:43:51	485273/485273	---M--	200	added ('OK')	image/png	etag:%2276799-5bcdf2bd65fb1%22	https://preview.colorlib.com/theme/kindergarten/assets/img/blog/single_blog_5.png	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/blog/single_blog_5.png	(from https://preview.colorlib.com/theme/kindergarten/blog.html)
16:43:51	13468/13468	---M--	200	added ('OK')	image/png	etag:%22349c-5bcdf2845d8e6%22	https://preview.colorlib.com/theme/kindergarten/assets/img/post/post_2.png	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/post/post_2.png	(from https://preview.colorlib.com/theme/kindergarten/blog.html)
16:43:52	14552/14552	---M--	200	added ('OK')	image/png	etag:%2238d8-5bcdf28451d66%22	https://preview.colorlib.com/theme/kindergarten/assets/img/post/post_3.png	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/post/post_3.png	(from https://preview.colorlib.com/theme/kindergarten/blog.html)
16:43:52	11818/11818	---M--	200	added ('OK')	image/png	etag:%222e2a-5bcdf2863c110%22	https://preview.colorlib.com/theme/kindergarten/assets/img/post/post_4.png	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/post/post_4.png	(from https://preview.colorlib.com/theme/kindergarten/blog.html)
16:43:52	21217/21217	---M--	200	added ('OK')	image/png	etag:%2252e1-5bcdf28630591%22	https://preview.colorlib.com/theme/kindergarten/assets/img/post/post_5.png	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/post/post_5.png	(from https://preview.colorlib.com/theme/kindergarten/blog.html)
16:43:53	17631/17631	---M--	200	added ('OK')	image/png	etag:%2244df-5bcdf28548e7b%22	https://preview.colorlib.com/theme/kindergarten/assets/img/post/post_6.png	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/post/post_6.png	(from https://preview.colorlib.com/theme/kindergarten/blog.html)
16:43:53	20969/20969	---M--	200	added ('OK')	image/png	etag:%2251e9-5bcdf285549fb%22	https://preview.colorlib.com/theme/kindergarten/assets/img/post/post_7.png	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/post/post_7.png	(from https://preview.colorlib.com/theme/kindergarten/blog.html)
16:43:53	16499/16499	---M--	200	added ('OK')	image/png	etag:%224073-5bcdf287fb53c%22	https://preview.colorlib.com/theme/kindergarten/assets/img/post/post_8.png	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/post/post_8.png	(from https://preview.colorlib.com/theme/kindergarten/blog.html)
16:43:53	17231/17231	---M--	200	added ('OK')	image/png	etag:%22434f-5bcdf28715d66%22	https://preview.colorlib.com/theme/kindergarten/assets/img/post/post_9.png	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/post/post_9.png	(from https://preview.colorlib.com/theme/kindergarten/blog.html)
16:43:54	19266/19266	---M--	200	added ('OK')	image/png	etag:%224b42-5bcdf2873af24%22	https://preview.colorlib.com/theme/kindergarten/assets/img/post/post_10.png	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/post/post_10.png	(from https://preview.colorlib.com/theme/kindergarten/blog.html)
16:43:54	9547/9547	---M--	200	added ('OK')	image/png	etag:%22254b-5bcdf2836c591%22	https://preview.colorlib.com/theme/kindergarten/assets/img/post/preview.png	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/post/preview.png	(from https://preview.colorlib.com/theme/kindergarten/blog_details.html)
16:43:54	8977/8977	---M--	200	added ('OK')	image/png	etag:%222311-5bcdf288206fa%22	https://preview.colorlib.com/theme/kindergarten/assets/img/post/next.png	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/post/next.png	(from https://preview.colorlib.com/theme/kindergarten/blog_details.html)
16:43:54	17489/17489	---M--	200	added ('OK')	image/png	etag:%224451-5bcdf2c3680cc%22	https://preview.colorlib.com/theme/kindergarten/assets/img/blog/author.png	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/blog/author.png	(from https://preview.colorlib.com/theme/kindergarten/blog_details.html)
16:43:55	11303/11303	---M--	200	added ('OK')	image/png	etag:%222c27-5bcdf2bf205bd%22	https://preview.colorlib.com/theme/kindergarten/assets/img/blog/comment_1.png	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/blog/comment_1.png	(from https://preview.colorlib.com/theme/kindergarten/blog_details.html)
16:43:55	10561/10561	---M--	200	added ('OK')	image/png	etag:%222941-5bcdf2bfc0836%22	https://preview.colorlib.com/theme/kindergarten/assets/img/blog/comment_2.png	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/blog/comment_2.png	(from https://preview.colorlib.com/theme/kindergarten/blog_details.html)
16:43:55	11401/11401	---M--	200	added ('OK')	image/png	etag:%222c89-5bcdf2c1721a2%22	https://preview.colorlib.com/theme/kindergarten/assets/img/blog/comment_3.png	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/blog/comment_3.png	(from https://preview.colorlib.com/theme/kindergarten/blog_details.html)
16:43:56	14520/14520	---M--	200	added ('OK')	image/jpeg	etag:%2238b8-5bcdf2d42eecb%22	https://preview.colorlib.com/theme/kindergarten/assets/img/elements/d.jpg	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/elements/d.jpg	(from https://preview.colorlib.com/theme/kindergarten/elements.html)
16:43:56	1879/1879	---M--	200	added ('OK')	image/jpeg	etag:%22757-5bcdf2ce10891%22	https://preview.colorlib.com/theme/kindergarten/assets/img/elements/f1.jpg	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/elements/f1.jpg	(from https://preview.colorlib.com/theme/kindergarten/elements.html)
16:43:56	1957/1957	---M--	200	added ('OK')	image/jpeg	etag:%227a5-5bcdf2cf9727f%22	https://preview.colorlib.com/theme/kindergarten/assets/img/elements/f2.jpg	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/elements/f2.jpg	(from https://preview.colorlib.com/theme/kindergarten/elements.html)
16:43:56	2423/2423	---M--	200	added ('OK')	image/jpeg	etag:%22977-5bcdf2d220902%22	https://preview.colorlib.com/theme/kindergarten/assets/img/elements/f3.jpg	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/elements/f3.jpg	(from https://preview.colorlib.com/theme/kindergarten/elements.html)
16:43:57	1559/1559	---M--	200	added ('OK')	image/jpeg	etag:%22617-5bcdf2cb7d5cf%22	https://preview.colorlib.com/theme/kindergarten/assets/img/elements/f4.jpg	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/elements/f4.jpg	(from https://preview.colorlib.com/theme/kindergarten/elements.html)
16:43:57	1825/1825	---M--	200	added ('OK')	image/jpeg	etag:%22721-5bcdf2cca8301%22	https://preview.colorlib.com/theme/kindergarten/assets/img/elements/f5.jpg	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/elements/f5.jpg	(from https://preview.colorlib.com/theme/kindergarten/elements.html)
16:43:57	1427/1427	---M--	200	added ('OK')	image/jpeg	etag:%22593-5bcdf2ca77a5a%22	https://preview.colorlib.com/theme/kindergarten/assets/img/elements/f6.jpg	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/elements/f6.jpg	(from https://preview.colorlib.com/theme/kindergarten/elements.html)
16:43:57	1516/1516	---M--	200	added ('OK')	image/jpeg	etag:%225ec-5bcdf2c85c973%22	https://preview.colorlib.com/theme/kindergarten/assets/img/elements/f7.jpg	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/elements/f7.jpg	(from https://preview.colorlib.com/theme/kindergarten/elements.html)
16:43:58	1343/1343	---M--	200	added ('OK')	image/jpeg	etag:%2253f-5bcdf2d337db6%22	https://preview.colorlib.com/theme/kindergarten/assets/img/elements/f8.jpg	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/elements/f8.jpg	(from https://preview.colorlib.com/theme/kindergarten/elements.html)
16:43:59	81581/81581	---M--	200	added ('OK')	image/jpeg	etag:%2213ead-5bcdf2c995165%22	https://preview.colorlib.com/theme/kindergarten/assets/img/elements/g3.jpg	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/elements/g3.jpg	(from https://preview.colorlib.com/theme/kindergarten/elements.html)
16:43:59	116798/116798	---M--	200	added ('OK')	image/jpeg	etag:%221c83e-5bcdf2caaf4f8%22	https://preview.colorlib.com/theme/kindergarten/assets/img/elements/g2.jpg	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/elements/g2.jpg	(from https://preview.colorlib.com/theme/kindergarten/elements.html)
16:43:59	84926/84926	---M--	200	added ('OK')	image/jpeg	etag:%2214bbe-5bcdf2cf1a285%22	https://preview.colorlib.com/theme/kindergarten/assets/img/elements/g4.jpg	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/elements/g4.jpg	(from https://preview.colorlib.com/theme/kindergarten/elements.html)
16:44:00	64607/64607	---M--	200	added ('OK')	image/jpeg	etag:%22fc5f-5bcdf2cdcb334%22	https://preview.colorlib.com/theme/kindergarten/assets/img/elements/g5.jpg	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/elements/g5.jpg	(from https://preview.colorlib.com/theme/kindergarten/elements.html)
16:44:00	74445/74445	---M--	200	added ('OK')	image/jpeg	etag:%22122cd-5bcdf2d04fb97%22	https://preview.colorlib.com/theme/kindergarten/assets/img/elements/g6.jpg	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/elements/g6.jpg	(from https://preview.colorlib.com/theme/kindergarten/elements.html)
16:44:00	124531/124531	---M--	200	added ('OK')	image/jpeg	etag:%221e673-5bcdf2cd2cffb%22	https://preview.colorlib.com/theme/kindergarten/assets/img/elements/g1.jpg	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/elements/g1.jpg	(from https://preview.colorlib.com/theme/kindergarten/elements.html)
16:44:01	16790/16790	---M--	200	added ('OK')	image/jpeg	etag:%224196-5bcdf2d2bec3b%22	https://preview.colorlib.com/theme/kindergarten/assets/img/elements/g8.jpg	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/elements/g8.jpg	(from https://preview.colorlib.com/theme/kindergarten/elements.html)
16:44:01	157297/157297	---M--	200	added ('OK')	image/jpeg	etag:%2226671-5bcdf2d1a19c8%22	https://preview.colorlib.com/theme/kindergarten/assets/img/elements/g7.jpg	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/img/elements/g7.jpg	(from https://preview.colorlib.com/theme/kindergarten/elements.html)
16:44:01	2149/2149	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Feb%202023%2011:14:02%20GMT	https://preview.colorlib.com/theme/kindergarten/%22https://maps.gstatic.com/mapfiles/openhand_8_8.cur%22	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/_https_/maps.gstatic.com/mapfiles/openhand_8_8.cur_	(from https://preview.colorlib.com/theme/kindergarten/contact.html)
16:44:01	1642/1642	---M--	200	added ('OK')	image/png	date:Tue,%2018%20May%202021%2019:15:00%20GMT	https://maps.gstatic.com/mapfiles/api-3/images/google_white5.png	D:/front-endtraining/html-lessons/html-lesson/kinder/maps.gstatic.com/mapfiles/api-3/images/google_white5.png	(from https://preview.colorlib.com/theme/kindergarten/contact.html)
16:44:02	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263d7db5d-4d7%22	https://preview.colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://preview.colorlib.com/theme/kindergarten/contact.html)
16:44:02	665/665	---MCZ	200	added ('OK')	text/css	etag:W/%22299-5c1f9d142e9f2-gzip%22	https://preview.colorlib.com/theme/kindergarten/assets/css/flaticon.css	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/css/flaticon.css	(from https://preview.colorlib.com/theme/kindergarten/login.html)
16:44:02	5842/5842	---MCZ	200	added ('OK')	text/html	date:Sat,%2006%20Mar%202021%2012:47:04%20GMT	https://preview.colorlib.com/theme/kindergarten/register.html	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/register.html	(from https://preview.colorlib.com/theme/kindergarten/login.html)
16:44:03	2149/2149	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Feb%202023%2011:14:03%20GMT	https://preview.colorlib.com/theme/kindergarten/assets/js/jquery.sticky.js	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/js/jquery.sticky.js	(from https://preview.colorlib.com/theme/kindergarten/login.html)
16:44:03	12372/12372	---MCZ	200	added ('OK')	application/javascript	etag:W/%223054-5bcde795eab5c-gzip%22	https://preview.colorlib.com/theme/kindergarten/assets/js/jquery.vide.js	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/js/jquery.vide.js	(from https://preview.colorlib.com/theme/kindergarten/login.html)
16:44:03	2149/2149	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Feb%202023%2011:14:04%20GMT	https://preview.colorlib.com/theme/kindergarten/assets/js/jquery.counterup.min.js	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/js/jquery.counterup.min.js	(from https://preview.colorlib.com/theme/kindergarten/login.html)
16:44:03	2149/2149	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Feb%202023%2011:14:04%20GMT	https://preview.colorlib.com/theme/kindergarten/assets/js/waypoints.min.js	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/js/waypoints.min.js	(from https://preview.colorlib.com/theme/kindergarten/login.html)
16:44:03	2149/2149	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Feb%202023%2011:14:04%20GMT	https://preview.colorlib.com/theme/kindergarten/assets/js/jquery.countdown.min.js	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/js/jquery.countdown.min.js	(from https://preview.colorlib.com/theme/kindergarten/login.html)
16:44:04	2149/2149	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Feb%202023%2011:14:04%20GMT	https://preview.colorlib.com/theme/kindergarten/assets/js/hover-direction-snake.min.js	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/js/hover-direction-snake.min.js	(from https://preview.colorlib.com/theme/kindergarten/login.html)
16:44:05	5042/5042	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2213b2-5bcde7bb64617%22	https://preview.colorlib.com/theme/kindergarten/assets/fonts/Flaticon.eot	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/fonts/Flaticon.eot	(from https://preview.colorlib.com/theme/kindergarten/assets/css/flaticon.css)
16:44:05	5042/5042	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2213b2-5bcde7bb64617%22	https://preview.colorlib.com/theme/kindergarten/assets/fonts/Flaticon.eot?	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/fonts/Flaticond41d.eot	(from https://preview.colorlib.com/theme/kindergarten/assets/css/flaticon.css)
16:44:06	2396/2396	---M--	200	added ('OK')	font/woff2	etag:%2295c-5bcde7f513d60%22	https://preview.colorlib.com/theme/kindergarten/assets/fonts/Flaticon.woff2	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/fonts/Flaticon.woff2	(from https://preview.colorlib.com/theme/kindergarten/assets/css/flaticon.css)
16:44:07	2928/2928	---M--	200	added ('OK')	font/woff	etag:%22b70-5bcde7b977388%22	https://preview.colorlib.com/theme/kindergarten/assets/fonts/Flaticon.woff	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/fonts/Flaticon.woff	(from https://preview.colorlib.com/theme/kindergarten/assets/css/flaticon.css)
16:44:07	4864/4864	---MCZ	200	added ('OK')	font/ttf	etag:W/%221300-5bcde7c89d1e4%22	https://preview.colorlib.com/theme/kindergarten/assets/fonts/Flaticon.ttf	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/fonts/Flaticon.ttf	(from https://preview.colorlib.com/theme/kindergarten/assets/css/flaticon.css)
16:44:07	28003/28003	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226d63-5bcde7f90597d%22	https://preview.colorlib.com/theme/kindergarten/assets/fonts/Flaticon.svg	D:/front-endtraining/html-lessons/html-lesson/kinder/preview.colorlib.com/theme/kindergarten/assets/fonts/Flaticon.svg	(from https://preview.colorlib.com/theme/kindergarten/assets/css/flaticon.css)
